# name:S1_vGluT2_3
gene_name	length	readsCPM	conversionRate	Tcontent	coverageOnTs	conversionsOnTs	readCount	tcReadCount	multimapCount
ENSMUSG00000000001	2056	8.03407399560685	0.0	710	1413	0	27	0	1
ENSMUSG00000000003	450	0.0	0	181	0	0	0	0	0
ENSMUSG00000000028	250	0.0	0	103	0	0	0	0	0
ENSMUSG00000000037	6211	0.0	0	2345	0	0	0	0	0
ENSMUSG00000000049	101	0.0	0	36	0	0	0	0	0
ENSMUSG00000000056	2934	11.00965695694272	0.0	772	1090	0	37	0	0
ENSMUSG00000000058	3004	0.0	0	1014	0	0	0	0	0
ENSMUSG00000000078	3867	8.629190587874023	0.0	1163	940	0	29	0	0
ENSMUSG00000000085	1491	20.531522433217503	0.0	390	718	0	69	0	0
ENSMUSG00000000088	155	181.51056064148807	0.0	53	21848	0	610	0	0
ENSMUSG00000000093	934	0.0	0	235	0	0	0	0	0
ENSMUSG00000000094	2702	0.0	0	729	0	0	0	0	0
ENSMUSG00000000103	408	0.0	0	148	0	0	0	0	0
ENSMUSG00000000120	1985	0.0	0	442	0	0	0	0	0
ENSMUSG00000000125	1889	13.092565029877829	0.0	508	1594	0	44	0	0
ENSMUSG00000000126	2177	4.463374442003805	0.0	562	546	0	15	0	0
ENSMUSG00000000127	2015	0.0	0	618	0	0	0	0	0
ENSMUSG00000000131	4467	130.9256502987783	0.0	1160	20367	0	440	0	0
ENSMUSG00000000134	7673	16.365706287347287	0.0	1789	1595	0	55	0	0
ENSMUSG00000000142	1504	0.29755829613358703	0.0	396	55	0	1	0	0
ENSMUSG00000000148	4777	0.0	0	1096	0	0	0	0	0
ENSMUSG00000000149	2497	12.795006733744243	0.0	588	940	0	43	0	0
ENSMUSG00000000154	1458	0.0	0	375	0	0	0	0	0
ENSMUSG00000000157	1555	0.0	0	369	0	0	0	0	0
ENSMUSG00000000159	1740	0.0	0	458	0	0	0	0	0
ENSMUSG00000000167	572	0.0	0	141	0	0	0	0	0
ENSMUSG00000000168	1792	90.45772202461045	0.00019611688566385565	556	10198	2	304	1	22
ENSMUSG00000000171	728	59.511659226717406	0.0	219	5091	0	200	0	2
ENSMUSG00000000182	930	0.0	0	239	0	0	0	0	0
ENSMUSG00000000183	4030	0.0	0	1074	0	0	0	0	0
