# name:RT_Gad2_2
gene_name	length	readsCPM	conversionRate	Tcontent	coverageOnTs	conversionsOnTs	readCount	tcReadCount	multimapCount
ENSMUSG00000000001	2056	5.78022779155198	0.0	710	2175	0	64	0	0
ENSMUSG00000000003	450	0.0	0	181	0	0	0	0	0
ENSMUSG00000000028	250	1.9869533033459934	0.0	103	668	0	22	0	0
ENSMUSG00000000037	6211	0.0	0	2345	0	0	0	0	0
ENSMUSG00000000049	101	0.0	0	36	0	0	0	0	0
ENSMUSG00000000056	2934	0.0903160592429997	0.0	772	16	0	1	0	0
ENSMUSG00000000058	3004	0.0903160592429997	0.0	1014	10	0	1	0	0
ENSMUSG00000000078	3867	8.399393509598973	0.0	1163	1812	0	93	0	0
ENSMUSG00000000085	1491	31.97188497202189	0.008981139606825667	390	10021	90	354	45	0
ENSMUSG00000000088	155	278.9863070016261	0.0019950972498076476	53	111774	223	3089	111	3
ENSMUSG00000000093	934	0.0	0	235	0	0	0	0	0
ENSMUSG00000000094	2702	0.0	0	729	0	0	0	0	0
ENSMUSG00000000103	408	0.0	0	148	0	0	0	0	0
ENSMUSG00000000120	1985	14.269937360393952	0.0	442	2409	0	158	0	0
ENSMUSG00000000125	1889	16.076258545253946	0.0009023234829686443	508	4433	4	178	2	0
ENSMUSG00000000126	2177	0.0	0	562	0	0	0	0	0
ENSMUSG00000000127	2015	0.1806321184859994	0.0	618	26	0	2	0	0
ENSMUSG00000000131	4467	106.93421414371164	0.009729006627885766	1160	49337	480	1184	192	0
ENSMUSG00000000134	7673	155.79520219417446	0.00018318373328448433	1789	49131	9	1725	5	0
ENSMUSG00000000142	1504	9.483186220514968	0.000481811611659841	396	4151	2	105	1	0
ENSMUSG00000000148	4777	0.5418963554579982	0.0	1096	91	0	6	0	0
ENSMUSG00000000149	2497	3.7029584289629875	0.0036540803897685747	588	1642	6	41	2	0
ENSMUSG00000000154	1458	0.0	0	375	0	0	0	0	0
ENSMUSG00000000157	1555	0.0	0	369	0	0	0	0	0
ENSMUSG00000000159	1740	0.0	0	458	0	0	0	0	0
ENSMUSG00000000167	572	0.0	0	141	0	0	0	0	0
ENSMUSG00000000168	1792	51.38983770926683	0.01195219123505976	556	17319	207	569	103	94
ENSMUSG00000000171	728	78.48465548216673	0.0013204024951054046	219	21963	29	869	23	0
ENSMUSG00000000182	930	0.0	0	239	0	0	0	0	0
ENSMUSG00000000183	4030	0.0	0	1074	0	0	0	0	0
ENSMUSG00000000184	5792	20.953325744375928	0.0	1697	5270	0	232	0	1
ENSMUSG00000000194	4435	34.32010251233988	0.0	1097	6207	0	380	0	0
ENSMUSG00000000197	1534	19.41795273724493	0.0	517	8535	0	215	0	0
ENSMUSG00000000202	231	2.709481777289991	0.0	51	566	0	30	0	0
ENSMUSG00000000204	2592	0.0	0	995	0	0	0	0	0
ENSMUSG00000000214	2106	200.68228363794532	0.005372918424632765	507	58069	312	2222	118	0
ENSMUSG00000000215	574	0.0	0	121	0	0	0	0	0
ENSMUSG00000000216	926	0.0	0	249	0	0	0	0	0
ENSMUSG00000000223	5096	16.52783884146894	0.0	1460	6686	0	183	0	0
ENSMUSG00000000244	3591	0.0	0	968	0	0	0	0	0
ENSMUSG00000000247	1110	40.64222665934986	0.0	294	11471	0	450	0	0
ENSMUSG00000000248	3796	0.0	0	1143	0	0	0	0	0
ENSMUSG00000000253	329	139.3576794119485	0.0023030017534217896	92	38211	88	1543	42	0
ENSMUSG00000000263	575	0.0903160592429997	0.0	116	1	0	1	0	0
ENSMUSG00000000266	3948	3.973906606691987	0.0	1284	673	0	44	0	0
ENSMUSG00000000275	3728	0.0	0	1098	0	0	0	0	0
ENSMUSG00000000276	10681	11.65077164234696	0.01163793103448276	3258	4640	54	129	19	0
ENSMUSG00000000278	642	0.9031605924299969	0.0	164	276	0	10	0	0
ENSMUSG00000000282	2405	19.056688500272937	0.0	588	5410	0	211	0	1
ENSMUSG00000000290	3320	0.0	0	778	0	0	0	0	0
ENSMUSG00000000295	661	20.41142938891793	0.0	159	4195	0	226	0	0
ENSMUSG00000000296	1779	9.754134398243966	0.0	531	2540	0	108	0	0
ENSMUSG00000000301	204	2.077269362588993	0.0	39	597	0	23	0	0
ENSMUSG00000000303	2063	0.0	0	643	0	0	0	0	0
ENSMUSG00000000305	3658	23.843439640151917	0.013832384052074858	855	7374	102	264	51	6
ENSMUSG00000000308	910	60.421443633566795	0.0	193	13898	0	669	0	2
ENSMUSG00000000317	1899	0.0	0	587	0	0	0	0	0
ENSMUSG00000000318	1002	1.445056947887995	0.0	312	216	0	16	0	0
ENSMUSG00000000320	2000	0.0	0	524	0	0	0	0	0
ENSMUSG00000000325	7008	41.996967547994856	0.0	1663	10891	0	465	0	0
ENSMUSG00000000326	1815	132.04207861326555	0.013616339607529036	386	29964	408	1462	165	44
ENSMUSG00000000339	1006	57.62164579703381	0.0028873917228103944	248	20780	60	638	30	0
ENSMUSG00000000340	2168	2.5288496588039915	0.0	623	846	0	28	0	0
ENSMUSG00000000346	1265	82.36824602961572	6.44766111093201e-05	403	31019	2	912	1	3
ENSMUSG00000000355	124	18.605108204057935	0.0	36	3834	0	206	0	0
ENSMUSG00000000359	477	0.0	0	128	0	0	0	0	0
ENSMUSG00000000365	631	0.0	0	202	0	0	0	0	0
ENSMUSG00000000374	1505	16.076258545253946	0.0002767783005812344	418	7226	2	178	1	0
ENSMUSG00000000378	1329	57.62164579703381	0.0	276	7923	0	638	0	2
ENSMUSG00000000381	131	0.0	0	31	0	0	0	0	0
ENSMUSG00000000384	1518	11.921719820075959	0.0	322	2694	0	132	0	0
ENSMUSG00000000385	1558	0.0	0	463	0	0	0	0	0
ENSMUSG00000000386	1653	0.0	0	419	0	0	0	0	0
ENSMUSG00000000392	564	0.0	0	151	0	0	0	0	0
ENSMUSG00000000394	448	0.0	0	151	0	0	0	0	0
ENSMUSG00000000399	321	7.767181094897974	0.06772908366533864	96	1004	68	86	58	0
ENSMUSG00000000402	854	0.0	0	281	0	0	0	0	0
ENSMUSG00000000409	903	0.0	0	271	0	0	0	0	0
