# name:RT_Gad2_1
gene_name	length	readsCPM	conversionRate	Tcontent	coverageOnTs	conversionsOnTs	readCount	tcReadCount	multimapCount
ENSMUSG00000000001	2056	5.484123994215468	0.0	710	1383	0	36	0	0
ENSMUSG00000000003	450	0.0	0	181	0	0	0	0	0
ENSMUSG00000000028	250	14.014983540772864	0.0	103	2640	0	92	0	6
ENSMUSG00000000037	6211	0.0	0	2345	0	0	0	0	0
ENSMUSG00000000049	101	0.0	0	36	0	0	0	0	0
ENSMUSG00000000056	2934	3.046735552341927	0.0	772	479	0	20	0	0
ENSMUSG00000000058	3004	0.7616838880854817	0.0	1014	199	0	5	0	0
ENSMUSG00000000078	3867	9.292543434642875	0.0	1163	2543	0	61	0	1
ENSMUSG00000000085	1491	35.18979562954925	0.0	390	5836	0	231	0	3
ENSMUSG00000000088	155	330.4184706514819	8.035678412149946e-05	53	74667	6	2169	8	0
ENSMUSG00000000093	934	0.0	0	235	0	0	0	0	0
ENSMUSG00000000094	2702	0.0	0	729	0	0	0	0	0
ENSMUSG00000000103	408	0.0	0	148	0	0	0	0	0
ENSMUSG00000000120	1985	0.15233677761709633	0.0	442	15	0	1	0	0
ENSMUSG00000000125	1889	2.285051664256445	0.0	508	407	0	15	0	0
ENSMUSG00000000126	2177	0.0	0	562	0	0	0	0	0
ENSMUSG00000000127	2015	0.0	0	618	0	0	0	0	0
ENSMUSG00000000131	4467	119.43203365180352	0.0	1160	36329	0	784	0	0
ENSMUSG00000000134	7673	52.55618827789823	0.0	1789	9293	0	345	0	5
ENSMUSG00000000142	1504	7.921512436089009	0.0	396	2773	0	52	0	0
ENSMUSG00000000148	4777	34.73278529669796	0.0	1096	5376	0	228	0	0
ENSMUSG00000000149	2497	8.68319632417449	0.0	588	1140	0	57	0	0
ENSMUSG00000000154	1458	0.0	0	375	0	0	0	0	0
ENSMUSG00000000157	1555	0.0	0	369	0	0	0	0	0
ENSMUSG00000000159	1740	0.0	0	458	0	0	0	0	0
ENSMUSG00000000167	572	0.0	0	141	0	0	0	0	0
ENSMUSG00000000168	1792	47.072064283682764	0.000181801654395055	556	11001	2	309	1	54
ENSMUSG00000000171	728	63.82910982156336	0.0	219	10725	0	419	0	0
ENSMUSG00000000182	930	0.0	0	239	0	0	0	0	0
ENSMUSG00000000183	4030	0.0	0	1074	0	0	0	0	0
ENSMUSG00000000184	5792	20.26079142307381	0.0	1697	4470	0	133	0	2
ENSMUSG00000000194	4435	19.95611786783962	0.0	1097	3283	0	131	0	0
ENSMUSG00000000197	1534	10.968247988430935	0.0	517	2705	0	72	0	0
ENSMUSG00000000202	231	0.0	0	51	0	0	0	0	0
ENSMUSG00000000204	2592	0.0	0	995	0	0	0	0	0
ENSMUSG00000000214	2106	78.60577725042171	0.0	507	11619	0	516	0	0
ENSMUSG00000000215	574	0.0	0	121	0	0	0	0	0
ENSMUSG00000000216	926	0.0	0	249	0	0	0	0	0
ENSMUSG00000000223	5096	0.7616838880854817	0.0	1460	108	0	5	0	0
ENSMUSG00000000244	3591	0.0	0	968	0	0	0	0	0
ENSMUSG00000000247	1110	32.295396854824425	0.0	294	4645	0	212	0	2
ENSMUSG00000000248	3796	0.0	0	1143	0	0	0	0	0
ENSMUSG00000000253	329	186.30787902570881	0.003952569169960474	92	29601	117	1223	54	0
ENSMUSG00000000263	575	0.0	0	116	0	0	0	0	0
ENSMUSG00000000266	3948	6.702818215152238	0.0	1284	1491	0	44	0	0
ENSMUSG00000000275	3728	0.0	0	1098	0	0	0	0	0
ENSMUSG00000000276	10681	16.909382315497695	0.0	3258	2975	0	111	0	0
ENSMUSG00000000278	642	9.749553767494165	0.0	164	3038	0	64	0	0
ENSMUSG00000000282	2405	1.6757045537880595	0.0	588	255	0	11	0	0
ENSMUSG00000000290	3320	0.0	0	778	0	0	0	0	0
ENSMUSG00000000295	661	25.592578639672183	0.0	159	4096	0	168	0	0
ENSMUSG00000000296	1779	4.874776883747082	0.0	531	660	0	32	0	0
ENSMUSG00000000301	204	7.769175658471912	0.0	39	1122	0	51	0	0
ENSMUSG00000000303	2063	1.5233677761709634	0.0	643	150	0	10	0	0
ENSMUSG00000000305	3658	9.292543434642875	0.0	855	1601	0	61	0	0
ENSMUSG00000000308	910	53.47020894360081	0.0	193	7458	0	351	0	3
ENSMUSG00000000317	1899	0.0	0	587	0	0	0	0	0
ENSMUSG00000000318	1002	0.0	0	312	0	0	0	0	0
ENSMUSG00000000320	2000	0.0	0	524	0	0	0	0	0
ENSMUSG00000000325	7008	0.0	0	1663	0	0	0	0	0
ENSMUSG00000000326	1815	77.53941980710204	0.0	386	13043	0	509	0	2
ENSMUSG00000000339	1006	24.373884418735415	0.0	248	5380	0	160	0	0
ENSMUSG00000000340	2168	0.0	0	623	0	0	0	0	0
ENSMUSG00000000346	1265	97.95254800779294	0.0046069439209280895	403	23877	110	643	38	24
ENSMUSG00000000355	124	23.002853420181548	0.0	36	2444	0	151	0	0
ENSMUSG00000000359	477	1.5233677761709634	0.0	128	150	0	10	0	0
ENSMUSG00000000365	631	0.0	0	202	0	0	0	0	0
ENSMUSG00000000374	1505	20.108454645456717	0.0	418	5473	0	132	0	0
ENSMUSG00000000378	1329	41.13092995661601	0.015475313190862197	276	2714	42	270	21	3
ENSMUSG00000000381	131	0.0	0	31	0	0	0	0	0
ENSMUSG00000000384	1518	10.054227322728359	0.0	322	1684	0	66	0	0
ENSMUSG00000000385	1558	0.0	0	463	0	0	0	0	0
ENSMUSG00000000386	1653	0.0	0	419	0	0	0	0	0
ENSMUSG00000000392	564	0.0	0	151	0	0	0	0	0
ENSMUSG00000000394	448	0.0	0	151	0	0	0	0	0
ENSMUSG00000000399	321	55.145913497388875	0.0	96	3875	0	362	0	0
ENSMUSG00000000402	854	0.0	0	281	0	0	0	0	0
ENSMUSG00000000409	903	5.179450438981275	0.009685230024213076	271	826	8	34	4	0
ENSMUSG00000000411	57	0.0	0	7	0	0	0	0	0
ENSMUSG00000000416	4511	14.624330651241248	0.0	1239	3059	0	96	0	0
ENSMUSG00000000420	4865	18.28041331405156	0.0	1559	1739	0	120	0	30
ENSMUSG00000000435	1112	0.0	0	420	0	0	0	0	0
ENSMUSG00000000439	4893	9.444880212259973	0.0012376237623762376	1319	1616	2	62	1	0
ENSMUSG00000000440	403	0.0	0	135	0	0	0	0	0
ENSMUSG00000000441	1265	30.162681968185073	0.0	358	8095	0	198	0	4
ENSMUSG00000000486	411	0.7616838880854817	0.0	85	56	0	5	0	0
ENSMUSG00000000489	1408	7.159828548003527	0.0	369	2571	0	47	0	0
ENSMUSG00000000530	2345	0.0	0	517	0	0	0	0	0
ENSMUSG00000000531	740	5.788797549449661	0.0	163	1138	0	38	0	28
ENSMUSG00000000532	2822	86.37495290889362	0.00420864114618312	752	22335	94	567	47	0
ENSMUSG00000000538	8485	108.1591121081384	0.0	2122	25912	0	710	0	8
ENSMUSG00000000544	2403	0.0	0	621	0	0	0	0	0
ENSMUSG00000000552	2187	226.67712509423933	0.0	399	28658	0	1488	0	6
ENSMUSG00000000555	4927	3.046735552341927	0.0	1022	240	0	20	0	0
ENSMUSG00000000560	8950	38.541204737125376	0.007051282051282051	2606	6240	44	253	22	0
ENSMUSG00000000561	6878	32.295396854824425	0.0	2061	5468	0	212	0	0
ENSMUSG00000000562	1489	0.0	0	413	0	0	0	0	0
ENSMUSG00000000563	1418	409.02424790190366	4.609410110741078e-05	415	86779	4	2685	2	0
ENSMUSG00000000567	2250	44.93934939704342	0.0	788	8199	0	295	0	0
ENSMUSG00000000568	8534	229.41918709134708	0.00846873461349089	2915	50775	430	1506	215	4
ENSMUSG00000000579	2108	0.0	0	565	0	0	0	0	0
ENSMUSG00000000581	2481	49.20477917032211	0.000396589331746976	896	15129	6	323	3	1
ENSMUSG00000000594	3496	5.788797549449661	0.0	1000	857	0	38	0	0
ENSMUSG00000000600	5621	6.398144659918046	0.0	1935	2110	0	42	0	0
ENSMUSG00000000605	4125	33.51409107576119	0.0	1199	5827	0	220	0	0
ENSMUSG00000000606	4565	0.0	0	1214	0	0	0	0	0
ENSMUSG00000000617	3067	0.0	0	938	0	0	0	0	0
ENSMUSG00000000627	2287	14.014983540772864	0.0	579	2357	0	92	0	0
ENSMUSG00000000628	2285	0.0	0	657	0	0	0	0	0
ENSMUSG00000000631	3781	37.1701737385715	0.0	864	5004	0	244	0	1
ENSMUSG00000000632	4052	186.0032054704746	0.01154639175257732	945	36375	420	1221	147	0
ENSMUSG00000000673	1313	0.0	0	293	0	0	0	0	0
ENSMUSG00000000682	191	0.0	0	32	0	0	0	0	0
ENSMUSG00000000686	1736	0.0	0	444	0	0	0	0	0
ENSMUSG00000000690	1281	0.0	0	298	0	0	0	0	0
ENSMUSG00000000693	1689	0.0	0	379	0	0	0	0	0
ENSMUSG00000000701	618	0.0	0	186	0	0	0	0	0
ENSMUSG00000000706	2085	0.0	0	640	0	0	0	0	0
ENSMUSG00000000708	2190	0.0	0	754	0	0	0	0	0
ENSMUSG00000000711	2355	61.087047824455624	0.00023762846789045328	699	16833	4	401	2	139
ENSMUSG00000000724	128	0.0	0	33	0	0	0	0	0
ENSMUSG00000000730	806	0.0	0	272	0	0	0	0	0
ENSMUSG00000000731	4281	0.0	0	878	0	0	0	0	0
ENSMUSG00000000732	2280	0.457010332851289	0.0	559	41	0	3	0	0
ENSMUSG00000000738	1133	125.22083120125319	0.0	316	32718	0	822	0	0
ENSMUSG00000000739	3735	0.0	0	899	0	0	0	0	0
ENSMUSG00000000740	42	38.541204737125376	0.0018535681186283596	13	3237	6	253	6	4
ENSMUSG00000000743	1461	44.02532873134084	0.0	400	8226	0	289	0	10
ENSMUSG00000000751	4094	20.413128200690906	0.0	1158	3604	0	134	0	0
ENSMUSG00000000753	1557	0.0	0	350	0	0	0	0	0
ENSMUSG00000000759	3619	21.327148866393486	0.0	987	7030	0	140	0	110
ENSMUSG00000000766	9808	0.15233677761709633	0.0	2587	19	0	1	0	0
