# name:S1_vGluT2_1
gene_name	length	readsCPM	conversionRate	Tcontent	coverageOnTs	conversionsOnTs	readCount	tcReadCount	multimapCount
ENSMUSG00000000001	2056	11.433562078124124	0.0	710	3125	0	57	0	0
ENSMUSG00000000003	450	0.0	0	181	0	0	0	0	0
ENSMUSG00000000028	250	0.0	0	103	0	0	0	0	0
ENSMUSG00000000037	6211	0.0	0	2345	0	0	0	0	0
ENSMUSG00000000049	101	0.0	0	36	0	0	0	0	0
ENSMUSG00000000056	2934	0.0	0	772	0	0	0	0	0
ENSMUSG00000000058	3004	19.65770322203797	0.0	1014	3853	0	98	0	0
ENSMUSG00000000078	3867	21.061824880754966	0.0	1163	3712	0	105	0	2
ENSMUSG00000000085	1491	6.619430676808705	0.0	390	363	0	33	0	0
ENSMUSG00000000088	155	107.11442367926811	0.0	53	18612	0	534	0	0
ENSMUSG00000000093	934	0.0	0	235	0	0	0	0	0
ENSMUSG00000000094	2702	0.0	0	729	0	0	0	0	0
ENSMUSG00000000103	408	0.0	0	148	0	0	0	0	0
ENSMUSG00000000120	1985	6.418841868420562	0.0	442	448	0	32	0	0
ENSMUSG00000000125	1889	0.0	0	508	0	0	0	0	0
ENSMUSG00000000126	2177	29.08537721628067	0.0	562	4551	0	145	0	0
ENSMUSG00000000127	2015	13.840627778781835	0.0	618	3013	0	69	0	0
ENSMUSG00000000131	4467	109.12031176314954	0.0	1160	19516	0	544	0	0
ENSMUSG00000000134	7673	92.27085185854557	0.0	1789	11362	0	460	0	0
ENSMUSG00000000142	1504	33.69891980920795	0.0	396	4340	0	168	0	0
ENSMUSG00000000148	4777	0.0	0	1096	0	0	0	0	0
ENSMUSG00000000149	2497	25.07360104851782	0.0	588	5159	0	125	0	0
ENSMUSG00000000154	1458	0.0	0	375	0	0	0	0	0
ENSMUSG00000000157	1555	0.0	0	369	0	0	0	0	0
ENSMUSG00000000159	1740	0.0	0	458	0	0	0	0	0
ENSMUSG00000000167	572	0.0	0	141	0	0	0	0	0
ENSMUSG00000000168	1792	31.893620533714664	0.0	556	5192	0	159	0	28
ENSMUSG00000000171	728	83.24435548107917	0.00018076644974692697	219	11064	2	415	1	0
ENSMUSG00000000182	930	0.0	0	239	0	0	0	0	0
ENSMUSG00000000183	4030	0.0	0	1074	0	0	0	0	0
ENSMUSG00000000184	5792	77.02610242104674	0.0	1697	11810	0	384	0	1
ENSMUSG00000000194	4435	15.846515862663262	0.0	1097	1886	0	79	0	0
ENSMUSG00000000197	1534	21.463002497531253	0.0	517	4776	0	107	0	3
ENSMUSG00000000202	231	26.07654509045853	0.0	51	3613	0	130	0	0
ENSMUSG00000000204	2592	0.0	0	995	0	0	0	0	0
ENSMUSG00000000214	2106	38.51305121052337	0.0	507	4574	0	192	0	0
ENSMUSG00000000215	574	0.0	0	121	0	0	0	0	0
ENSMUSG00000000216	926	0.0	0	249	0	0	0	0	0
ENSMUSG00000000223	5096	17.25063752138026	0.0	1460	2899	0	86	0	0
ENSMUSG00000000244	3591	0.0	0	968	0	0	0	0	0
ENSMUSG00000000247	1110	96.68380564308471	0.0	294	14276	0	482	0	0
ENSMUSG00000000248	3796	0.0	0	1143	0	0	0	0	0
ENSMUSG00000000253	329	110.72502223025468	0.004293819966262843	92	13042	56	552	28	0
ENSMUSG00000000263	575	6.017664251644277	0.0	116	348	0	30	0	0
ENSMUSG00000000266	3948	8.62531876069013	0.0	1284	1335	0	43	0	0
ENSMUSG00000000275	3728	0.0	0	1098	0	0	0	0	0
ENSMUSG00000000276	10681	115.9403312483464	0.0	3258	22551	0	578	0	0
ENSMUSG00000000278	642	8.424729952301988	0.0	164	1734	0	42	0	0
ENSMUSG00000000282	2405	16.64887109621583	0.0	588	2529	0	83	0	0
ENSMUSG00000000290	3320	0.0	0	778	0	0	0	0	0
ENSMUSG00000000295	661	19.256525605261686	0.0	159	3058	0	96	0	0
ENSMUSG00000000296	1779	26.07654509045853	0.0	531	2688	0	130	0	0
ENSMUSG00000000301	204	0.0	0	39	0	0	0	0	0
ENSMUSG00000000303	2063	0.0	0	643	0	0	0	0	0
ENSMUSG00000000305	3658	15.244749437498834	0.0	855	1631	0	76	0	0
ENSMUSG00000000308	910	19.45711441364983	0.0	193	1638	0	97	0	1
ENSMUSG00000000317	1899	0.0	0	587	0	0	0	0	0
ENSMUSG00000000318	1002	11.232973269735984	0.0	312	1872	0	56	0	0
ENSMUSG00000000320	2000	0.0	0	524	0	0	0	0	0
ENSMUSG00000000325	7008	0.0	0	1663	0	0	0	0	0
ENSMUSG00000000326	1815	87.05554284045388	0.0033547665641599105	386	10731	36	434	18	14
ENSMUSG00000000339	1006	38.312462402135225	0.0	248	5541	0	191	0	0
ENSMUSG00000000340	2168	0.8023552335525702	0.0	623	152	0	4	0	0
ENSMUSG00000000346	1265	128.17624856002308	9.63948332369385e-05	403	20748	2	639	1	0
ENSMUSG00000000355	124	43.728360228615074	0.0	36	5565	0	218	0	0
ENSMUSG00000000359	477	0.0	0	128	0	0	0	0	0
ENSMUSG00000000365	631	0.0	0	202	0	0	0	0	0
ENSMUSG00000000374	1505	4.011776167762851	0.0	418	590	0	20	0	0
ENSMUSG00000000378	1329	42.725416186674366	0.0	276	2107	0	213	0	0
ENSMUSG00000000381	131	0.0	0	31	0	0	0	0	0
ENSMUSG00000000384	1518	5.215309018091706	0.0	322	416	0	26	0	0
ENSMUSG00000000385	1558	0.0	0	463	0	0	0	0	0
ENSMUSG00000000386	1653	0.0	0	419	0	0	0	0	0
ENSMUSG00000000392	564	0.0	0	151	0	0	0	0	0
ENSMUSG00000000394	448	0.0	0	151	0	0	0	0	0
ENSMUSG00000000399	321	8.424729952301988	0.0	96	460	0	42	0	0
ENSMUSG00000000402	854	0.0	0	281	0	0	0	0	0
ENSMUSG00000000409	903	0.0	0	271	0	0	0	0	0
ENSMUSG00000000411	57	0.0	0	7	0	0	0	0	0
ENSMUSG00000000416	4511	24.873012240129675	0.0	1239	3621	0	124	0	6
ENSMUSG00000000420	4865	86.65436522367759	0.0	1559	16738	0	432	0	78
ENSMUSG00000000435	1112	0.0	0	420	0	0	0	0	0
ENSMUSG00000000439	4893	12.436506120064838	0.0	1319	3226	0	62	0	0
ENSMUSG00000000440	403	19.256525605261686	0.0	135	4248	0	96	0	0
ENSMUSG00000000441	1265	32.09420934210281	0.0	358	6791	0	160	0	0
ENSMUSG00000000486	411	0.6017664251644277	0.0	85	51	0	3	0	0
ENSMUSG00000000489	1408	23.669479389800824	0.0	369	5095	0	118	0	0
ENSMUSG00000000530	2345	0.0	0	517	0	0	0	0	0
ENSMUSG00000000531	740	31.693031725326524	0.0	163	5637	0	158	0	0
ENSMUSG00000000532	2822	36.3065743182538	0.0	752	6682	0	181	0	0
ENSMUSG00000000538	8485	89.0614309243353	0.0	2122	14684	0	444	0	0
ENSMUSG00000000544	2403	0.0	0	621	0	0	0	0	0
ENSMUSG00000000552	2187	131.18508068584524	0.008203228367292934	399	11337	93	654	62	2
ENSMUSG00000000555	4927	0.8023552335525702	0.0	1022	28	0	4	0	0
ENSMUSG00000000560	8950	120.95505145804997	0.00017137960582690659	2606	23340	4	603	2	4
ENSMUSG00000000561	6878	40.518939294404795	0.0	2061	6779	0	202	0	0
ENSMUSG00000000562	1489	0.0	0	413	0	0	0	0	0
ENSMUSG00000000563	1418	314.9244291693838	0.0045045045045045045	415	49284	222	1570	82	0
ENSMUSG00000000567	2250	231.27889607152835	0.0	788	33109	0	1153	0	0
ENSMUSG00000000568	8534	275.00725630014347	0.0	2915	48686	0	1371	0	0
ENSMUSG00000000579	2108	0.0	0	565	0	0	0	0	0
ENSMUSG00000000581	2481	23.870068198188964	0.0	896	5514	0	119	0	1
ENSMUSG00000000594	3496	22.465946539471968	0.0	1000	2163	0	112	0	8
ENSMUSG00000000600	5621	0.20058880838814255	0.0	1935	51	0	1	0	0
ENSMUSG00000000605	4125	45.934837120884644	0.0	1199	5507	0	229	0	0
ENSMUSG00000000606	4565	0.0	0	1214	0	0	0	0	0
ENSMUSG00000000617	3067	0.0	0	938	0	0	0	0	0
ENSMUSG00000000627	2287	5.616486634867992	0.0	579	1043	0	28	0	0
ENSMUSG00000000628	2285	0.0	0	657	0	0	0	0	0
ENSMUSG00000000631	3781	39.31540644407594	0.008612252887062048	864	5109	44	196	22	0
ENSMUSG00000000632	4052	91.468496624993	0.0	945	14328	0	456	0	0
ENSMUSG00000000673	1313	0.0	0	293	0	0	0	0	0
ENSMUSG00000000682	191	0.0	0	32	0	0	0	0	0
ENSMUSG00000000686	1736	0.0	0	444	0	0	0	0	0
ENSMUSG00000000690	1281	0.0	0	298	0	0	0	0	0
ENSMUSG00000000693	1689	7.020608293584989	0.0	379	1225	0	35	0	0
ENSMUSG00000000701	618	0.0	0	186	0	0	0	0	0
ENSMUSG00000000706	2085	0.0	0	640	0	0	0	0	0
ENSMUSG00000000708	2190	1.6047104671051404	0.0	754	270	0	8	0	0
ENSMUSG00000000711	2355	94.07615113403887	0.006097870826769653	699	19679	120	469	43	149
ENSMUSG00000000724	128	0.0	0	33	0	0	0	0	0
ENSMUSG00000000730	806	0.0	0	272	0	0	0	0	0
ENSMUSG00000000731	4281	0.0	0	878	0	0	0	0	0
ENSMUSG00000000732	2280	5.415897826479849	0.0	559	584	0	27	0	0
ENSMUSG00000000738	1133	97.48616087663729	0.0	316	17124	0	486	0	3
ENSMUSG00000000739	3735	0.0	0	899	0	0	0	0	0
ENSMUSG00000000740	42	74.61903672038903	0.0	13	4699	0	372	0	5
ENSMUSG00000000743	1461	38.51305121052337	0.0	400	4099	0	192	0	12
ENSMUSG00000000751	4094	61.781352983547905	0.0	1158	9480	0	308	0	0
ENSMUSG00000000753	1557	17.25063752138026	0.0	350	1579	0	86	0	0
ENSMUSG00000000759	3619	0.0	0	987	0	0	0	0	0
ENSMUSG00000000766	9808	0.4011776167762851	0.0	2587	6	0	2	0	0
ENSMUSG00000000776	1359	26.277133898846674	0.0	359	2338	0	131	0	0
ENSMUSG00000000782	2159	0.0	0	532	0	0	0	0	0
ENSMUSG00000000787	2560	138.80745540459463	7.393715341959335e-05	861	27050	2	692	1	97
ENSMUSG00000000791	1219	0.0	0	307	0	0	0	0	0
ENSMUSG00000000792	975	5.215309018091706	0.0	229	988	0	26	0	0
ENSMUSG00000000794	380	0.0	0	82	0	0	0	0	0
ENSMUSG00000000804	4829	28.884788407892525	0.0	1364	5582	0	144	0	0
