# name:S1_Gad2_3
gene_name	length	readsCPM	conversionRate	Tcontent	coverageOnTs	conversionsOnTs	readCount	tcReadCount	multimapCount
ENSMUSG00000000001	2056	0.0	0	710	0	0	0	0	0
ENSMUSG00000000003	450	0.0	0	181	0	0	0	0	0
ENSMUSG00000000028	250	0.0	0	103	0	0	0	0	0
ENSMUSG00000000037	6211	0.0	0	2345	0	0	0	0	0
ENSMUSG00000000049	101	0.0	0	36	0	0	0	0	0
ENSMUSG00000000056	2934	9.664587277021864	0.0	772	259	0	30	0	0
ENSMUSG00000000058	3004	7.731669821617491	0.0	1014	552	0	24	0	0
ENSMUSG00000000078	3867	12.563963460128424	0.0	1163	1309	0	39	0	0
ENSMUSG00000000085	1491	72.48440457766398	0.0	390	6380	0	225	0	0
ENSMUSG00000000088	155	187.81514608345822	0.007810045334171192	53	22279	174	583	87	0
ENSMUSG00000000093	934	4.51014072927687	0.0	235	341	0	14	0	0
ENSMUSG00000000094	2702	0.0	0	729	0	0	0	0	0
ENSMUSG00000000103	408	0.0	0	148	0	0	0	0	0
ENSMUSG00000000120	1985	14.496880915532795	0.0	442	1192	0	45	0	0
ENSMUSG00000000125	1889	3.5436820015746835	0.0	508	393	0	11	0	0
ENSMUSG00000000126	2177	18.04056291710748	0.0	562	1749	0	56	0	0
ENSMUSG00000000127	2015	0.0	0	618	0	0	0	0	0
ENSMUSG00000000131	4467	216.48675500528975	0.0	1160	31085	0	672	0	0
ENSMUSG00000000134	7673	61.2090527544718	0.0	1789	5570	0	190	0	0
ENSMUSG00000000142	1504	12.241810550894362	0.0	396	2080	0	38	0	0
ENSMUSG00000000148	4777	22.228550737150286	0.0	1096	1759	0	69	0	0
ENSMUSG00000000149	2497	19.007021644809665	0.0	588	3017	0	59	0	0
ENSMUSG00000000154	1458	0.0	0	375	0	0	0	0	0
ENSMUSG00000000157	1555	0.0	0	369	0	0	0	0	0
ENSMUSG00000000159	1740	0.0	0	458	0	0	0	0	0
ENSMUSG00000000167	572	0.0	0	141	0	0	0	0	0
ENSMUSG00000000168	1792	56.37675911596087	0.0	556	4694	0	175	0	32
ENSMUSG00000000171	728	141.10297424451923	0.0	219	10862	0	438	0	0
ENSMUSG00000000182	930	0.0	0	239	0	0	0	0	0
ENSMUSG00000000183	4030	0.0	0	1074	0	0	0	0	0
ENSMUSG00000000184	5792	21.906397827916226	0.0	1697	2465	0	68	0	2
ENSMUSG00000000194	4435	39.302654926555576	0.0	1097	3252	0	122	0	1
ENSMUSG00000000197	1534	0.0	0	517	0	0	0	0	0
ENSMUSG00000000202	231	2.255070364638435	0.0	51	175	0	7	0	0
ENSMUSG00000000204	2592	0.0	0	995	0	0	0	0	0
ENSMUSG00000000214	2106	93.42434367787801	0.0	507	5879	0	290	0	0
ENSMUSG00000000215	574	0.0	0	121	0	0	0	0	0
ENSMUSG00000000216	926	0.0	0	249	0	0	0	0	0
ENSMUSG00000000223	5096	0.0	0	1460	0	0	0	0	0
ENSMUSG00000000244	3591	0.0	0	968	0	0	0	0	0
ENSMUSG00000000247	1110	57.34321784366306	0.0	294	6028	0	178	0	0
ENSMUSG00000000248	3796	0.0	0	1143	0	0	0	0	0
ENSMUSG00000000253	329	139.4922096983489	0.00018606381989022235	92	10749	2	433	1	0
ENSMUSG00000000263	575	0.0	0	116	0	0	0	0	0
ENSMUSG00000000266	3948	7.087364003149367	0.0	1284	373	0	22	0	0
ENSMUSG00000000275	3728	0.0	0	1098	0	0	0	0	0
ENSMUSG00000000276	10681	34.14820837881059	0.0	3258	3921	0	106	0	0
ENSMUSG00000000278	642	0.0	0	164	0	0	0	0	0
ENSMUSG00000000282	2405	13.53042218783061	0.0	588	1601	0	42	0	0
ENSMUSG00000000290	3320	0.0	0	778	0	0	0	0	0
ENSMUSG00000000295	661	0.0	0	159	0	0	0	0	0
ENSMUSG00000000296	1779	1.2886116369362486	0.0	531	84	0	4	0	0
ENSMUSG00000000301	204	5.798752366213118	0.0	39	432	0	18	0	0
ENSMUSG00000000303	2063	0.0	0	643	0	0	0	0	0
ENSMUSG00000000305	3658	6.765211093915305	0.0	855	404	0	21	0	1
ENSMUSG00000000308	910	82.14899185468585	0.0	193	5514	0	255	0	0
ENSMUSG00000000317	1899	0.0	0	587	0	0	0	0	0
ENSMUSG00000000318	1002	0.0	0	312	0	0	0	0	0
ENSMUSG00000000320	2000	0.0	0	524	0	0	0	0	0
ENSMUSG00000000325	7008	1.2886116369362486	0.0	1663	28	0	4	0	0
ENSMUSG00000000326	1815	192.96959263120323	0.0001464343242055938	386	13658	2	599	1	4
ENSMUSG00000000339	1006	33.1817496511084	0.0	248	3378	0	103	0	0
ENSMUSG00000000340	2168	0.0	0	623	0	0	0	0	0
ENSMUSG00000000346	1265	153.34478479541357	0.00010297600659046442	403	19422	2	476	1	0
ENSMUSG00000000355	124	5.476599456979057	0.0	36	340	0	17	0	0
ENSMUSG00000000359	477	0.0	0	128	0	0	0	0	0
ENSMUSG00000000365	631	0.0	0	202	0	0	0	0	0
ENSMUSG00000000374	1505	3.2215290923406212	0.0	418	147	0	10	0	0
ENSMUSG00000000378	1329	40.59126656349183	0.0	276	2752	0	126	0	0
ENSMUSG00000000381	131	0.0	0	31	0	0	0	0	0
ENSMUSG00000000384	1518	1.9329174554043727	0.0	322	108	0	6	0	0
ENSMUSG00000000385	1558	0.0	0	463	0	0	0	0	0
ENSMUSG00000000386	1653	0.0	0	419	0	0	0	0	0
ENSMUSG00000000392	564	0.0	0	151	0	0	0	0	0
ENSMUSG00000000394	448	0.0	0	151	0	0	0	0	0
ENSMUSG00000000399	321	0.0	0	96	0	0	0	0	0
ENSMUSG00000000402	854	0.0	0	281	0	0	0	0	0
ENSMUSG00000000409	903	0.0	0	271	0	0	0	0	0
ENSMUSG00000000411	57	0.0	0	7	0	0	0	0	0
ENSMUSG00000000416	4511	4.51014072927687	0.0	1239	441	0	14	0	0
ENSMUSG00000000420	4865	48.96724220357745	0.0	1559	6192	0	152	0	4
ENSMUSG00000000435	1112	0.0	0	420	0	0	0	0	0
ENSMUSG00000000439	4893	0.0	0	1319	0	0	0	0	0
ENSMUSG00000000440	403	0.0	0	135	0	0	0	0	0
ENSMUSG00000000441	1265	0.0	0	358	0	0	0	0	0
ENSMUSG00000000486	411	0.9664587277021863	0.0	85	21	0	3	0	0
ENSMUSG00000000489	1408	46.06786602047088	0.00032180209171359613	369	6215	2	143	1	0
ENSMUSG00000000530	2345	0.0	0	517	0	0	0	0	0
ENSMUSG00000000531	740	0.0	0	163	0	0	0	0	0
ENSMUSG00000000532	2822	95.03510822404832	0.0	752	11375	0	295	0	0
ENSMUSG00000000538	8485	72.16225166842992	0.0	2122	6900	0	224	0	0
ENSMUSG00000000544	2403	0.0	0	621	0	0	0	0	0
ENSMUSG00000000552	2187	55.41030038825869	0.0	399	3054	0	172	0	0
ENSMUSG00000000555	4927	0.0	0	1022	0	0	0	0	0
ENSMUSG00000000560	8950	95.35726113328238	0.0	2606	12199	0	296	0	0
ENSMUSG00000000561	6878	16.107645461703104	0.0	2061	1622	0	50	0	0
ENSMUSG00000000562	1489	0.0	0	413	0	0	0	0	0
ENSMUSG00000000563	1418	258.36663320571785	0.0	415	26712	0	802	0	2
ENSMUSG00000000567	2250	226.15134228231162	0.0	788	24434	0	702	0	0
ENSMUSG00000000568	8534	340.5156250604037	0.013882083945778213	2915	36738	510	1057	175	0
ENSMUSG00000000579	2108	0.0	0	565	0	0	0	0	0
ENSMUSG00000000581	2481	42.5241840188962	0.0	896	5334	0	132	0	0
ENSMUSG00000000594	3496	19.97348037251185	0.0	1000	1265	0	62	0	2
ENSMUSG00000000600	5621	10.953198913958113	0.0	1935	1721	0	34	0	0
ENSMUSG00000000605	4125	23.839315283320595	0.0	1199	2174	0	74	0	2
ENSMUSG00000000606	4565	0.0	0	1214	0	0	0	0	0
ENSMUSG00000000617	3067	0.0	0	938	0	0	0	0	0
ENSMUSG00000000627	2287	8.698128549319678	0.0	579	909	0	27	0	0
ENSMUSG00000000628	2285	0.9664587277021863	0.0	657	81	0	3	0	0
ENSMUSG00000000631	3781	32.53744383264027	0.0	864	2546	0	101	0	0
ENSMUSG00000000632	4052	29.960220558767777	0.0	945	2325	0	93	0	0
ENSMUSG00000000673	1313	0.0	0	293	0	0	0	0	0
ENSMUSG00000000682	191	21.906397827916226	0.0	32	1169	0	68	0	0
ENSMUSG00000000686	1736	0.0	0	444	0	0	0	0	0
ENSMUSG00000000690	1281	0.0	0	298	0	0	0	0	0
ENSMUSG00000000693	1689	0.0	0	379	0	0	0	0	0
ENSMUSG00000000701	618	0.0	0	186	0	0	0	0	0
